"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
777,12,0,"OT",0,0,0,"    I'm a preppy, mental, generic, punk ""PERV"" and I'm dying to MEAT you!"
778,12,0,"OT",0,0,0,"                                                                                                                                                                                                                              SPIKE 5447620 (2-17)"
779,12,0,"OT",0,0,0,"                                To my huggable moose: Most valentines are red but mine Is blue w/out you"
780,12,0,"OT",0,0,0,"ships for one academic yeer In .....leaving me smooky"
781,12,0,"OT",0,0,0,"your field of study In another country. Contact Bernice, 300 Hlguera, Suite A 543-77*1, or Jennifer at Production Credit, 1B7 Santa Roea 543-7161. _______________________ 0-1)"
782,12,0,"OT",0,0,0,"SKI RENTALS‘RESERVE EARLY"
783,12,0,"OT",0,0,0,"DENNI8A-Z RENTALS 423 HIQUERA 544-1413 _______________________(2-16)"
784,12,0,"OT",0,0,0,"Celebrate Ctnco de Mayo In Cozumel m the Mexican Carl-bean Spectacular Scuba diving $ Snorkellng, Mayan rulna, side trips, $660 Includes air $ stay at El Presidents Hotel May 612 Gall 4665687 evenings _____________________(2-17)"
785,12,0,"OT",0,0,0,"Anorexic Group Thursdays-11am"
786,12,0,"OT",0,0,0,"-12noon-Health Center Conference Room-Beginning Feb 15 1064 CaH Joan Clrone, NP-646 1211"
787,12,0,"OT",0,0,0,"_______________________(221) ,"
788,12,0,"OT",0,0,0,"541-2166 Call this number when you want low car stereo prices. We'll beat all around."
789,12,0,"OT",0,0,0,"SOUND ON WHEELS 5412195"
790,12,0,"OT",0,0,0,"                                                                                                                                                                                                                    (2-23)"
791,12,0,"OT",0,0,0,"  Ik hou van |ou HEEL VEEL, yourbebit|e"
792,12,0,"OT",0,0,0,"(2-17)"
793,12,0,"OT",0,0,0,"  FUN-LOVERS WEAT KILTS!"
794,12,0,"OT",0,0,0,"    BE IN A BAG-PIPE BAND Openings for sxperlenced pipers $ drummers—will train new pipers              —"
795,12,0,"OT",0,0,0,"danesrs‘CENTRAL COAST HIGHLAND PIPE BAND at 543-4833 or 543-7870."
796,12,0,"OT",0,0,0,"                                                                                                                                                                                                    (2-17)"
797,12,0,"OT",0,0,0,"  To a real ""Llvewlre"""
798,12,0,"OT",0,0,0,"  Have a very Happy B-Oay with many more to come. ___________________________(2-15)"
799,12,0,"OT",0,0,0,"Though you have been too busy for me I still love you and wish you the happiest 24th oops I mean 23rd B-Oay ever! Love, Klddo"
800,12,0,"OT",0,0,0,"P.S., Yes, It’s for you, cool Em! __________________ (2-16)"
801,12,0,"OT",0,0,0,"Ski Club Crew v"
802,12,0,"OT",0,0,0,"Your ads are ""Exhibition"""
803,12,0,"OT",0,0,0,"style! Sun Valley or Bust."
804,12,0,"OT",0,0,0,"A Ski Club Ski Bum"
805,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                                         (2-15)"
806,12,0,"OT",0,0,0,"LOST 2)1(84 HP41CV Last seen In San Luis Lounge Please call 544-9480 Reward"
807,12,0,"OT",0,0,0,"________________________(2-15)"
808,12,0,"OT",0,0,0,"$100 REWARD BRINOLE Black female dog with brown markings, white on chin and chest 15"" tall short hair Lost In SLO (1-28) 544-8627 or 5430577 (2-17)"
809,12,0,"OT",0,0,0,"ONE PAIR OF KNIT MITTENS FOUND IN GA226 BEIGE WITH BROWN PATTERNS. x1143"
810,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                (2-17)"
811,12,0,"OT",0,0,0,"Lost: ONE ROOMMATE Tall, brown hair, answers to the name ol Ray. It found, call 546 3024"
812,12,0,"OT",0,0,0,"REWAROIII"
813,12,0,"OT",0,0,0,"________________________(2-15)"
814,12,0,"OT",0,0,0,"FOUND: Canon Camera at girl's softball field 2/12 (Doug Williams) Call 541-3048"
815,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                (2-17)"
816,12,0,"OT",0,0,0,"FUTONS MADE TO ORDER 100% COTTON; FOR PRICES: 5448250"
817,12,0,"OT",0,0,0,"                                                                                                                                                                                                                     2-17)"
818,12,0,"OT",0,0,0,"  Booboosnlbber, Congrats on the big 211 We gonna get U rip pedl Good luck up north, I’ll mlas the hugs. Luv, Ranger Rick ______________________(2-15)"
819,12,0,"OT",0,0,0,"  TO THE ROOMIE8AT:"
820,12,0,"OT",0,0,0,"      PALM STREET MANOR YOU GUY8 ARE THE BEST! -YOUR RESIDENT PREP"
821,12,0,"OT",0,0,0,"  NINO AND TWINKLE8 14‘ I’M GLAD YOU ADOPTED ME HAPPY VALENTINES DAY!"
822,12,0,"OT",0,0,0,"           LOVE, YOUR LIL SIS ______________________(2-14)"
823,12,0,"OT",0,0,0,"  “WANTED"""
824,12,0,"OT",0,0,0,"  One Ice Cream man to deliver Thrifty Ice Cream to"
825,12,0,"OT",0,0,0,"                OMEGA WOW MAN OF 8TEEL—"
826,12,0,"OT",0,0,0,"  You stole my heart! I love you more than ever, Buffchick."
827,12,0,"OT",0,0,0,"                                                                                                                                                                                                            (2-14)"
828,12,0,"OT",0,0,0,"I'm still here! For all of your typing needs, please call Susie — 5267805"
829,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                                (3-0)"
830,12,0,"OT",0,0,0,"R*R Typing 980-6:30, M-"
831,12,0,"OT",0,0,0,"(Rona), by appt. Sat. 5442501"
832,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                                                                (3-8)"
833,12,0,"OT",0,0,0,"PROFESSIONAL TYPING -LAGUNA LAKE AREA Call Joy 543-1205"
834,12,0,"OT",0,0,0,"________________________(3-9)"
835,12,0,"OT",0,0,0,"TYPING BY JUDITH Will plok up and deliver on compos. 4660810 afternoon & eve."
836,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                (3-9)"
837,12,0,"OT",0,0,0,"EXPERT TYPING 2933 aft. 5"
838,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                                       $1/pg. 541-(3-9)"
839,12,0,"OT",0,0,0,"TYPING-FAST, ACCURATE AND REASONABLE. ON-CAMPUS DEL. DIANE 5264059 EVES"
840,12,0,"OT",0,0,0,"______________________(2-24)"
841,12,0,"OT",0,0,0,"TYPING-WORD PROCESSING Reports - Resumes Joan 5261151"
842,12,0,"OT",0,0,0,"                                                                                                                                                                                                      '(2-23)"
843,12,0,"OT",0,0,0,"CONGRATULATIONS TO BETA THETA PI FRATERNITY FOR RECEIVING COLONY STATUS AT CAL POLY!            -KAI-"
844,12,0,"OT",0,0,0,"        ,________ (2-16)"
845,12,0,"OT",0,0,0,"To the brothers of Delta Tau: Thanks for making 1984 such a great year!!"
846,12,0,"OT",0,0,0,"Love, the sisters of ZTA"
847,12,0,"OT",0,0,0,"                                                                                                                                                                                                                             <2-151"
848,12,0,"OT",0,0,0,"CRUISESHIPS HIRING! $16 $30,000! Caribbean. Hawaii. World Call for Guide Directory. Newsletter (916) 9444440 Ext. CSUSanLulsCruise"
849,12,0,"OT",0,0,0,"_______________________&22L"
850,12,0,"OT",0,0,0,"Bartenders. BarBacks, & Doorman needed at the Graduate. Apply at 900 Industrial Way before 5PM           (2-17)"
851,12,0,"OT",0,0,0,"AIRLINES            HIRINGI"
852,12,0,"OT",0,0,0,"STEWARDESSES. Reserva-tlonlsts! $14 $39,000 Worldwide! Call lor Directory, Guide, Newsletter. (016) 044 4440 Ext CSUSanLulsAIr"
853,12,0,"OT",0,0,0,"         .._____________(2-20)"
854,12,0,"OT",0,0,0,"WANTED: Enterprising ME and Graphic Arts Students looking tor creative and potentially lucrative Senior Protects;"
855,12,0,"OT",0,0,0,"                                                                                                                                                                                                            Call Adam at 543-7662 (2-15)"
856,12,0,"OT",0,0,0,"Rant Grow Lights! Fluorescent Vlta-Llte Tubes 772-6121 _________________________(3-9)"
857,12,0,"OT",0,0,0,"FORD PINTO 71 AUTOMATIC, RADIO AIRCOND (RUNABOUT) 1 OWNER $1095 5260909"
858,12,0,"OT",0,0,0,"                                                                                                                                                                                                                              (2-17)"
859,12,0,"OT",0,0,0,"COMMODORE VIC-20 PUTER AND 16 K MEMORY EXPANSION TRIDGES $100 543-5117."
860,12,0,"OT",0,0,0,"COM"
861,12,0,"OT",0,0,0,"RAM"
862,12,0,"OT",0,0,0,"CAR"
863,12,0,"OT",0,0,0,"(2-24)"
864,12,0,"OT",0,0,0,"Texas Instruments Programable 50 W Extra software $115. PC100 Thermal printer $115. Both In new cond. FRED—543-0108"
865,12,0,"OT",0,0,0,"•________________________(2-17)"
866,12,0,"OT",0,0,0,"AUSTRALIAN OPALS FOR SALE"
867,12,0,"OT",0,0,0,"Stones ready to be set. Solids and triplets, very reasonably priced Call Jeff at 5463787"
868,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                 (2-22)"
869,12,0,"OT",0,0,0,"  CAR STEREO INSTALLATION High quality, experienced work at low rates; Call Paul 544-5411"
870,12,0,"OT",0,0,0,"                 ________(32)"
871,12,0,"OT",0,0,0,"SOUND ON WHEELS ■ FINALLY CAR STEREOS AT L O W PRICES"
872,12,0,"OT",0,0,0,"                                                                                                                                                                                                      Call us 541-2195 VALENTINE SPECIALS:"
873,12,0,"OT",0,0,0,"Kenwood 3100...........$250"
874,12,0,"OT",0,0,0,"Blaupunkt Seattle..... $209"
875,12,0,"OT",0,0,0,"Jensen 408..............$219"
876,12,0,"OT",0,0,0,"______________________(2-15)"
877,12,0,"OT",0,0,0,"LOW overhead means LOW prices. Car stsreo equipment, all ma)or brands call us for low quotes."
878,12,0,"OT",0,0,0,"SOUNDON WHEELS 541-2195"
879,12,0,"OT",0,0,0,"                                                                                                                                                                                                                      (2-23)"
880,12,0,"OT",0,0,0,"                   * * * * *"
881,12,0,"OT",0,0,0,"NONSMOKER NO DRUGS «4 543-8620"
882,12,0,"OT",0,0,0,"Male needed to share room at Stafford Gardens. Furnished, nice! Spr Qtr 180mo 541-3484 ______________________(2-17)"
883,12,0,"OT",0,0,0,"MATH MAJOR NEEDS A ROOM! IN A HOUSE W WASHfDRYER ABT $300 FOR 2 YRS START SPR QTR"
884,12,0,"OT",0,0,0,"STEVE 5268177 AFT 5 PM"
885,12,0,"OT",0,0,0,"OR"
886,12,0,"OT",0,0,0,"(2 -18) ,"
887,12,0,"OT",0,0,0,"FEMALE ROOMMATE NEEDED TO SHARE A ROOM NEAR Pa & LY $156/MO CALL JILL 544 ^4 3204"
888,12,0,"OT",0,0,0,"_____________________(2-17) 1^."
889,12,0,"OT",0,0,0,"Needed Male to share room in j two bedroom house. Avail. Spr-Ing Qtr. 176/mo. A util. Call 546 jJ. 9348                      ^"
890,12,0,"OT",0,0,0,"                                                                                          ‘ ROOM 4 RENT • “next door to campus"" Avail. Apr. 1 (no joke) call after 5pm 5438710"
891,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                                                                                                      (3-9)"
892,12,0,"OT",0,0,0,"                                                                                                                                                                                                           Room for rent close to Poly Spring & Summer Qtrs option on nextyrs lease $155mo 5418293 (2-18)"
893,12,0,"OT",0,0,0,"FORD PINTO 71 AUTOMATIC, RADIO AIR COND. (RUNABOUT) 1 OWNER $1006"
894,12,0,"OT",0,0,0,"         ______________(2-17)"
895,12,0,"OT",0,0,0,"'78 Mazda QLC               ”"
896,12,0,"OT",0,0,0,"Excellent mileage. GOOD transportation. Must sell $1500 OBO. 7730738 eves."
897,12,0,"OT",0,0,0,"________________________(275)"
898,12,0,"OT",0,0,0,"'68 VW Excel. Cond. Rebuilt and more, can bo seen In SLO Call 2363731 or 2368630 $1800"
899,12,0,"OT",0,0,0,"         _______' | , (2-16)"
900,12,0,"OT",0,0,0,"TRAILS BIKE. 1974 250 SUZUKI, VERY GOOD CONDITION. MUST SELL BEST OFFER. 544"
901,12,0,"OT",0,0,0,"                                                                                                                                                                                                           7357 (2-18,"
902,12,0,"OT",0,0,0,"63 MGB PERFECT CONDITION EXCEPT FOR FRONT-END DAMAGE. $1600,5448250."
903,12,0,"OT",0,0,0,"_______________________(2-15)"
904,12,0,"OT",0,0,0,"ALL CARS $375 ABOVE COST! I'll Beat Any Deal Call Sam Eddy 544-9373 or 543-3792 JORDAN'S USED CAR OUTLET ________________________(276)"
905,12,0,"OT",0,0,0,"AMC MATADOR 1975 EXCELLENT. TRANSPORTATION CAR Low miles $875.5267032. ______________________.(2-17)"
906,12,0,"OT",0,0,0,"MAVERICK 1976 4Door. air, radio, cassette, radial tires, good shape $950 call 772-2413 or 543-1067"
907,12,0,"OT",0,0,0,"                                                                                                                                                                                                                                   (2-22)"
908,0,0,"NA",0,0,0,"*"
909,0,0,"NA",0,0,0,"*"
910,0,0,"NA",0,0,0,"*"
911,0,0,"NA",0,0,0,"*"
912,0,0,"NA",0,0,0,"*"
913,0,0,"NA",0,0,0,"*"
914,0,0,"NA",0,0,0,"*"
915,0,0,"NA",0,0,0,"*"
916,0,0,"NA",0,0,0,"*"
917,0,0,"NA",0,0,0,"*"
918,0,0,"NA",0,0,0,"*"
919,0,0,"NA",0,0,0,"*"
920,0,0,"NA",0,0,0,"*"
921,0,0,"NA",0,0,0,"*"
922,0,0,"NA",0,0,0,"*"
923,0,0,"NA",0,0,0,"*"
924,0,0,"NA",0,0,0,"*"
925,0,0,"NA",0,0,0,"*"
926,0,0,"NA",0,0,0,"*"
927,0,0,"NA",0,0,0,"*"
928,0,0,"NA",0,0,0,"*"
929,0,0,"NA",0,0,0,"*"
930,0,0,"NA",0,0,0,"*"
931,0,0,"NA",0,0,0,"*"
932,0,0,"NA",0,0,0,"*"
933,0,0,"NA",0,0,0,"*"
934,0,0,"NA",0,0,0,"*"
935,0,0,"NA",0,0,0,"*"
936,0,0,"NA",0,0,0,"*"
937,0,0,"NA",0,0,0,"*"
938,,,,,,,
939,,,,,,,
940,,,,,,,
941,,,,,,,
942,,,,,,,
943,,,,,,,
944,,,,,,,
945,,,,,,,
946,,,,,,,
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,,,,,,,
951,,,,,,,
952,,,,,,,
953,,,,,,,
954,,,,,,,
955,,,,,,,
956,,,,,,,
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,,,,,,,
962,,,,,,,
963,,,,,,,
964,,,,,,,
965,,,,,,,
966,,,,,,,
967,,,,,,,
968,,,,,,,
969,,,,,,,
970,,,,,,,
971,,,,,,,
972,,,,,,,
973,,,,,,,
974,,,,,,,
975,,,,,,,
976,,,,,,,
977,,,,,,,
978,,,,,,,
979,,,,,,,
980,,,,,,,
981,,,,,,,
982,,,,,,,
983,,,,,,,
984,,,,,,,
985,,,,,,,
986,,,,,,,
987,,,,,,,
988,,,,,,,
989,,,,,,,
990,,,,,,,
991,,,,,,,
992,,,,,,,
993,,,,,,,
994,,,,,,,
995,,,,,,,
996,,,,,,,
997,,,,,,,
998,,,,,,,
999,,,,,,,
1000,,,,,,,
1001,,,,,,,
1002,,,,,,,
1003,,,,,,,
1004,,,,,,,
1005,,,,,,,
1006,,,,,,,
1007,,,,,,,
1008,,,,,,,
1009,,,,,,,
1010,,,,,,,
1011,,,,,,,
1012,,,,,,,
1013,,,,,,,
1014,,,,,,,
1015,,,,,,,
1016,,,,,,,
1017,,,,,,,
1018,,,,,,,
1019,,,,,,,
1020,,,,,,,
1021,,,,,,,
1022,,,,,,,
1023,,,,,,,
1024,,,,,,,
1025,,,,,,,
1026,,,,,,,
1027,,,,,,,
1028,,,,,,,
1029,,,,,,,
1030,,,,,,,
1031,,,,,,,
1032,,,,,,,
1033,,,,,,,
1034,,,,,,,
1035,,,,,,,
1036,,,,,,,
1037,,,,,,,
1038,,,,,,,
1039,,,,,,,
1040,,,,,,,
1041,,,,,,,
1042,,,,,,,
1043,,,,,,,
1044,,,,,,,
1045,,,,,,,
1046,,,,,,,
1047,,,,,,,
1048,,,,,,,
1049,,,,,,,
1050,,,,,,,
1051,,,,,,,
1052,,,,,,,
1053,,,,,,,
1054,,,,,,,
1055,,,,,,,
1056,,,,,,,
1057,,,,,,,
1058,,,,,,,
1059,,,,,,,
1060,,,,,,,
1061,,,,,,,
1062,,,,,,,
1063,,,,,,,
1064,,,,,,,
1065,,,,,,,
1066,,,,,,,
1067,,,,,,,
1068,,,,,,,
1069,,,,,,,
1070,,,,,,,
1071,,,,,,,
1072,,,,,,,
1073,,,,,,,
1074,,,,,,,
1075,,,,,,,
1076,,,,,,,
1077,,,,,,,
1078,,,,,,,
1079,,,,,,,
1080,,,,,,,
1081,,,,,,,
1082,,,,,,,
1083,,,,,,,
1084,,,,,,,
1085,,,,,,,
1086,,,,,,,
1087,,,,,,,
1088,,,,,,,
1089,,,,,,,
1090,,,,,,,
1091,,,,,,,
1092,,,,,,,
1093,,,,,,,
1094,,,,,,,
1095,,,,,,,
1096,,,,,,,
1097,,,,,,,
1098,,,,,,,
1099,,,,,,,
1100,,,,,,,
1101,,,,,,,
1102,,,,,,,
1103,,,,,,,
1104,,,,,,,
1105,,,,,,,
1106,,,,,,,
1107,,,,,,,
1108,,,,,,,
1109,,,,,,,
1110,,,,,,,
1111,,,,,,,
1112,,,,,,,
1113,,,,,,,
1114,,,,,,,
1115,,,,,,,
1116,,,,,,,
1117,,,,,,,
1118,,,,,,,
1119,,,,,,,
1120,,,,,,,
1121,,,,,,,
1122,,,,,,,
1123,,,,,,,
1124,,,,,,,
1125,,,,,,,
1126,,,,,,,
1127,,,,,,,
1128,,,,,,,
1129,,,,,,,
1130,,,,,,,
1131,,,,,,,
1132,,,,,,,
1133,,,,,,,
1134,,,,,,,
1135,,,,,,,
1136,,,,,,,
1137,,,,,,,
1138,,,,,,,
1139,,,,,,,
1140,,,,,,,
1141,,,,,,,
1142,,,,,,,
1143,,,,,,,
1144,,,,,,,
1145,,,,,,,
1146,,,,,,,
1147,,,,,,,
1148,,,,,,,
1149,,,,,,,
1150,,,,,,,
1151,,,,,,,
1152,,,,,,,
1153,,,,,,,
1154,,,,,,,
1155,,,,,,,
1156,,,,,,,
1157,,,,,,,
1158,,,,,,,
1159,,,,,,,
1160,,,,,,,
1161,,,,,,,
1162,,,,,,,
1163,,,,,,,
1164,,,,,,,
1165,,,,,,,
1166,,,,,,,
1167,,,,,,,
1168,,,,,,,
1169,,,,,,,
1170,,,,,,,
1171,,,,,,,
1172,,,,,,,
1173,,,,,,,
1174,,,,,,,
1175,,,,,,,
1176,,,,,,,
1177,,,,,,,
1178,,,,,,,
1179,,,,,,,
1180,,,,,,,
1181,,,,,,,
1182,,,,,,,
1183,,,,,,,
1184,,,,,,,
1185,,,,,,,
1186,,,,,,,
1187,,,,,,,
1188,,,,,,,
1189,,,,,,,
1190,,,,,,,
1191,,,,,,,
1192,,,,,,,
1193,,,,,,,
1194,,,,,,,
1195,,,,,,,
1196,,,,,,,
1197,,,,,,,
1198,,,,,,,
1199,,,,,,,
1200,,,,,,,
