"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQN = name in a block quote; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","ADVERTISEMENT NUMBER","SCANNED TEXT"
799,12,0,"OT",0,0,0,"CONGRATULATIONS TO THE GAMMA PHI BETA NEW INITIATESI WE LOVE YOUIII"
800,12,0,"OT",0,0,0,"DAWN A JEAN To tha Bast Crascant Pals Tha fun has |ust bogun Lova, Amamda"
801,12,0,"OT",0,0,0,"LIVE FROM LA"
802,12,0,"OT",0,0,0,"POLY ROYAL'S"
803,12,0,"OT",0,0,0,"COMEDY"
804,12,0,"OT",0,0,0,"SHOPPE"
805,12,0,"OT",0,0,0,"LOST GREEN BACKPACK 4/7/85 AT AVILA BEACH PARKING LOT. CALL DOUG AT 5418731 REWARD"
806,12,0,"OT",0,0,0,"LOST H P-15C"
807,12,0,"OT",0,0,0,"Possibly In M.E. vlbss Isb. ID* CDL N7768089 angravad on back. If found plaasa contact Scott a| 844-2741 or laava maasaga In Or. Arts 221."
808,12,0,"OT",0,0,0,"Wanted"
809,12,0,"OT",0,0,0,"CLASS 2 DRIVERS for Poly Royal b\is"
810,12,0,"OT",0,0,0,"shuttlas. Cal Poly Royal Office lor datalls A pay Info. X2487"
811,12,0,"OT",0,0,0,"WANT A CREDIT CARD?"
812,12,0,"OT",0,0,0,"Wo can halp you obtain Mastorcard or Visa, ovan If you hava bean previously ro-JacM, or hava r>o prior crodit history. Results guaranteed FREE DETAILS 548-9584"
813,12,0,"OT",0,0,0,"Personals"
814,12,0,"OT",0,0,0,"JANA LEHMAN"
815,12,0,"OT",0,0,0,"“Como aat with mal"""
816,12,0,"OT",0,0,0,"Good luck In Maryland at tha Maccablah tryouts. You're tha bast gymnast and wo lovayoul"
817,12,0,"OT",0,0,0,"John and Heather"
818,12,0,"OT",0,0,0,"JERRY I LOST YOUR NUMBER YES I DO WANT TO HAVE LUNCH WITH YOU BUT DONT WAIT UNTIL I SEE YOU AGAIN CALL ME DONT J ELL LIKE BEFORE SM"
819,12,0,"OT",0,0,0,"TYPING WORD PRCXJESSOR FASTIIIt LETTER QUALITY PRINTER 52S8487."
820,12,0,"OT",0,0,0,"Zippers replaced 88, Hams 1591 MIII,544D858"
821,12,0,"OT",0,0,0,"Typing"
822,12,0,"OT",0,0,0,"LAMBCHOP-Happy birthday 11 Only 28 years young and looking batter than aver. Love always.Tiger Lily"
823,12,0,"OT",0,0,0,"VUARNET-BUCCI-SUNCLOUD-RAY BAN. Quality ayawaar at discounted prices. Check ua out. Tha Sea Bam, Avila Beach."
824,12,0,"OT",0,0,0,"COMPUT-IT 5448420. High quaUty Word Procaaaing, term papers, and professional Rasumas. Wa know how to make you look good In print."
825,12,0,"OT",0,0,0,"For fast, accurate wordprocassing..."
826,12,0,"OT",0,0,0,"Call SUPERSEC avaa/wknds. 5434495"
827,12,0,"OT",0,0,0,"Profaaalonal Typing, Reasonable Rates CALL SANDY 5443378,5-9pm"
828,12,0,"OT",0,0,0,"RAR TYPINQ(Rona), by appt., 9am8pm. Mon.-Sat., memory typawritars, 5442501"
829,12,0,"OT",0,0,0,"Spring has sprung but t haven't. For your typing needs plaasa call Suzia 528-7805."
830,12,0,"OT",0,0,0,"THE SCRIBE SHOP 4818458. Word Pro-casslng, typing. Campus delivery."
831,12,0,"OT",0,0,0,"TYPINQI Sally 7735854;Susan 481-4421"
832,12,0,"OT",0,0,0,"Happy Birthday to you. Happy Birthday to you. Happy Birthday Alpha Chi Omega, Happy Birthday to youl And many moral"
833,12,0,"OT",0,0,0,"Panhallanic wants to thank all tha Qroaks who participated In Good Neighbor Dayl Whata succoasi"
834,12,0,"OT",0,0,0,"TRY US FRESH SHRIMP 82LB WE DELIVER OTHER FISH.CRAB AVAIL. CALL 7724950 THE FISHERMAN'S WIFE"
835,12,0,"OT",0,0,0,"Events"
836,12,0,"OT",0,0,0,"Are you ready for AWESOME. LIVE ENTERTAINMENT? Don't miss Spaclal Events' THURSDAY NITE LIVEI Featuring live music A outrageous comady. 7:30pm UU San Luis Lounge 50c (4/18)"
837,12,0,"OT",0,0,0,"GIGGLE, GIGGLE, CHUCKLE. HA.HAI You'll laugh until your aides hurti ASI Speakers Forum Presents:"
838,12,0,"OT",0,0,0,"LIVE FROM LA. COMEDY SHOPPE II"
839,12,0,"OT",0,0,0,"Typing A editing. Senior Projects. Vickie, Tiger Steam Press 5418080"
840,12,0,"OT",0,0,0,"Word processing by June stain. Senior Projects, rasumas, ate. 541-3100 aftar 5"
841,12,0,"OT",0,0,0,"Wordprocassing; Rasumas, Sr. Projects, ate. Fast A reliable. 7733757"
842,12,0,"OT",0,0,0,"Opportunities"
843,12,0,"OT",0,0,0,"EXPLORE JOHN CARROLL ASI PRESIDENT"
844,12,0,"OT",0,0,0,"Employment"
845,12,0,"OT",0,0,0,"Circulation /Ualatant to help dellvar Poly"
846,12,0,"OT",0,0,0,"FEMALES WANTED"
847,12,0,"OT",0,0,0,"Engineering Majors (Future Salary 835,000) ara looking lor fun, outgoing female companion. Please sand resume to SEngInaers, PO Box BS056 SLO, CA 934035056 Include major. Interest, and a ^hoto of yourself"
848,12,0,"OT",0,0,0,"HELP! STUDENTS IN NEED OF A THREE BEDROOM HOUSE. WILL TAKE OVER LEASE STARTING JUNE. CONTACT CURTIS OR DOUG 5445245"
849,12,0,"OT",0,0,0,"Services"
850,12,0,"OT",0,0,0,"Having a party DURING POLY ROYAL? HIRE THE PATTERSONS8IREAT DANCE MUSIC FOR ALL OCCASIONS 541-5398"
851,12,0,"OT",0,0,0,"PLANNING A DANCE?? Experienced DJ 8100-150/avenlng MATT SULLIVAN 5418158"
852,12,0,"OT",0,0,0,"Royal newspapers Thurs, Friday, and Saturday April 2327. Musi hava car 83.50/hour. Contact Joann at the Mustang Dally"
853,12,0,"OT",0,0,0,"HEALTH ' CENTER LIva-ln Corpsman Position 19831986 Academic Year. EMT Certification and/or previous experience helpful. Duties include answering aftar-houra door; Assisting the nurse with emergency and Infirmary patients. Responsible for warming and assembling Inpatient meals, cleaning and restocking duties. Hours: Every other nlght-on duty from 5pm to 9pm and then “on call"" In the building until Sam the next day. Compensation room and boArd. Appllca-Uons taken until 4/19/85. Pick up appllca-tlons from Joan CIrone: jtealth Center."
854,12,0,"OT",0,0,0,"The Environmental Ceriter of SLO Workstudy poeitibns available. Flexible hours, some weekends. Call 5441777 Ask for George"
855,12,0,"OT",0,0,0,"WOMAN NEEDED TO ATTEND FEMALE STROKE VICTIM. FOR MORE INFO CALL BETWEEN 78pm at 5439255"
856,12,0,"OT",0,0,0,"WORK YOUR SUMMER IN BEAUTIFUL LAKE TAHOE"
857,12,0,"OT",0,0,0,"Free Room.& Board Positions Include: Manager and Salaspersons of: Old-time Photo Shop, Qlothlng Stores, Comer Cafe 8 Souvenir Shops 84 8 fringe BENEFITS 8 BONUSES. Sign up for Interview at Placement Center or contact Jackie at 544-3720"
858,12,0,"OT",0,0,0,"For Sale"
859,12,0,"OT",0,0,0,"A HARD DISK IS GOOD TO FINDI Apple Profile 5MB, excellent condition, w/Interface, cabling lor a///, Lisa (mac"
860,12,0,"OT",0,0,0,"ling"
861,12,0,"OT",0,0,0,"XL). 8560 Call Jim, 7724949 or 772-7172"
862,12,0,"OT",0,0,0,"AKC Golden Retriever Pupilles All shots 8 checkup (3 left) 8125 Call: 5233304"
863,12,0,"OT",0,0,0,"FRESHMEN AND SOPHOMORES ONLY! Financial ak) available. Five or more scholarships you are eligible for or your money back. 20% off thru April 19 COLLEGE SUPPORT SERVICES 5238483"
864,12,0,"OT",0,0,0,"OPPORTUNITY AWAITS A CAL POLY FEMALE WHO DESIRES A CLEANING POSITION AT THE HOME OF 9 PARTIALLY EDUCATED MEN. IT'S RIGHT ACROSS FROM POLY AND WE’LL PAY 84/HR. FIGURE 3HRS/WEEK. 5438984"
865,12,0,"OT",0,0,0,"There Is nothing more aesthetic than the radiant gem of amorous Intellect shining amongst shards of IgnorarKe."
866,12,0,"OT",0,0,0,"1973 HONDA CB350Q, 21,000 original miles. Great transpo 8 lots of FUN. Chrome In Great shape, but seat cover tom. 8350.00 OBO Call Dennis at 544 1825"
867,12,0,"OT",0,0,0,"1982 ATC 250R low hours excellent condition Matt 5443921 81300"
868,12,0,"OT",0,0,0,"CRUISESHIPS HIRING, 818-30,0001 Caribbean, Hawaii, Work). Call for Guide, Directory, Newsletter. 1818-9444444"
869,12,0,"OT",0,0,0,"Earn 81000-1200 per month selling hlgh-toct products In spare time.aprinig and summer. Call, 5418191"
870,12,0,"OT",0,0,0,"Health Center Weekend/Dey Corpeman 19B319B8 Academic Year. CPR Card Required by September 19B6. EMT Certification and/or prwtoua experience helpful. DuUee Include anawartrtg after horie door, Aealeting the nurse ertth Emergency and Infirmary patients. Reeponetole for waiming and aaesmbHng Inpatient meals, cleaning and raetocklng duties. Hours: 9em to 6pm every Saturday and Sunday. 84/hr. Applications taken until 4/19/86. Pick up applications from Joan CIrone: Health Center."
871,12,0,"OT",0,0,0,"82 YAMAHA 560 SECA New Dunlops, battery. Kerker 81100 5483740 Greg"
872,12,0,"OT",0,0,0,"Automobiles"
873,12,0,"OT",0,0,0,"Audi Fox'77, Auto air, AM/FM/Tape, Like New, 82200K3BO, Call 5444832"
874,12,0,"OT",0,0,0,"MERCURY CAPRI 1979 57,000 ml. AM-FM casa. Xlnt 82900 5288074."
875,12,0,"OT",0,0,0,"Muet sell fasti 1980 Mercury Capri. White w/^e kit., air cond., AM/FM Pioneer caaaette, new brakes. Sandy 6447388."
876,12,0,"OT",0,0,0,"78 VW Camper. Excellent cond. rottulH eng trepsaxle. Make offer call 5433821."
877,12,0,"OT",0,0,0,"‘79 MQIMIdget. Low Miles, New Top, Tow Bar, Excellent Condition 8320018231079"
878,12,0,"OT",0,0,0,"F roommate to shr room In nice condoll Sp. Otr-many extras 8170/mo-Close to Poly-PH 5490433Funl M8F Roommates"
879,12,0,"OT",0,0,0,"F rooommate to shr room In nice condoll Sp. Qtr.-many extras 8200/mo-Close to Poly-Ph S430433Funl M8F Roommates"
880,12,0,"OT",0,0,0,"Fern roommate needed to share Irg master bdrm ml own bath. Washar/dryer close to Poly. 8173mo. 5447397."
881,12,0,"OT",0,0,0,"FEMALE ROOMMATE^j       EEDlSr~To"
882,12,0,"OT",0,0,0,"share master bedroom (w/bath) In new home near Poly. Washer/dryer. microwave, hottub. 8^ea. Call 5437545'"
883,12,0,"OT",0,0,0,"FEMALE ROOMMATE needed to share room cheap at Foothill Hacienda. Avail 3408243."
884,12,0,"OT",0,0,0,"Female roommate needed to share room $167 (X)/mo Call 544-2561"
885,12,0,"OT",0,0,0,"FEMALE ROOMMATES needed: to share a large house, washer/dryer/kltchen sup-plles/furnlshed 8 more!"
886,12,0,"OT",0,0,0,"Looking for committed Christians. 543-2165"
887,12,0,"OT",0,0,0,"FEMALE ROOMMATE NEEDED TO SHARE A FURNISHED ROOM QLOSE TO CAMPUS ON FOOTHILL 8160. AVAILABLE SUMMER CALL BONNIE OR CAROL S41 5291"
888,12,0,"OT",0,0,0,"Female roommate wanted (or 8386 school yr to share apt. in Lee Arms w/3 girls $210/mo. Please call 546-3554 or X3906"
889,12,0,"OT",0,0,0,"M roommate needed to finish out Spr Otr lease qlose to Poly $180/m neg 543-9211"
890,12,0,"OT",0,0,0,"Male needed ro share room In 2 bedroom house,fireplace,backyard.190Mo 5449333"
891,12,0,"OT",0,0,0,"ATTENTION • MUST SACRIFICE"
892,12,0,"OT",0,0,0,"9 foot daaks w/4 larga drawers 825, up-holstarad chairs 810 - 815, lamps from 810, padded headboards w/attached nightstands from 815. Call the Silver Surf Motel at 9274881.____________________"
893,12,0,"OT",0,0,0,"For sale;Sturdy,4 drawer desk & chair 880 for both. Call Patty, 5439032"
894,12,0,"OT",0,0,0,"Honda 400CMA mtrcyc-'300 Honda Express Moped-8300 Womens 10 spd.blke-890 all exc. cond. OBO on all 5430856"
895,12,0,"OT",0,0,0,"Large Desk w/typewrtter stand-5 drawers, Incl. file 8126 5439266_______________"
896,12,0,"OT",0,0,0,"Maha175cm slalom w/casa 8175 Surf board 311 twln8175,32 slng875 5431584"
897,12,0,"OT",0,0,0,"SURFB0ARD8ft, sing, fin, w/leash, great shape, min. dings 870 Mike 5430983"
898,12,0,"OT",0,0,0,"Technical drawing pens. Mars-Staedtier pens, never used. Sells for 889 asking 856 cash Celeste 5414127"
899,12,0,"OT",0,0,0,"Tired of working for someone else? Want to be your own boss? Selling recycling business, low overhead, good accounts, bettar prospects. Call Wayne 5238283."
900,12,0,"OT",0,0,0,"Typewriter, Oly. 8100; 24X36“ Prof Light Table 8300 obo 5433234 aft. 6PM"
901,12,0,"OT",0,0,0,"Moped & Cycles"
902,12,0,"OT",0,0,0,"KAWASAKI 250 LTD I960 Like new. New tlresA>at 8860 5238074."
903,12,0,"OT",0,0,0,"TIRED OF PARKING HASSLES AND BIG GAS BILLS?"
904,12,0,"OT",0,0,0,"HONDA EXRESS MOPED GREAT MPQ EXCELLENT CONDITION 8215CALL MIKE 541-8448 or 5430652"
905,12,0,"OT",0,0,0,"YAMAHA DT-400 MONQ-SHOCKER EN-DURO. EX COND. STRRET LEGAL 8600 OBO. Jon 5436340"
906,12,0,"OT",0,0,0,"Male roommate needed to share room S166/mo. Available immed.. 1 mile from campus. Call 544-7731"
907,12,0,"OT",0,0,0,"Needed private room In house or apt. from 6/1385 to 31386. In San Luis or Shell Beach area. Can pay up to $250 per month. Call Laurie 5448173."
908,12,0,"OT",0,0,0,"Own room-close to campus-great house-spacious & easy gping $253mth washer/dryer & bath, big yard 544-9261"
909,12,0,"OT",0,0,0,"Own room(8)-two M/F $213mo iv,bath 1322 Rockview 541-8808 3T nights (595-7302 Mike)"
910,12,0,"OT",0,0,0,"Roommate needed Responsible female own room in two bedroom house.$175 & 1/2 utll.489-4178 Arroyo Grande pet fine"
911,12,0,"OT",0,0,0,"ROOMMATE needed Nice house in Laguna Lake W/D Call for in*o 549-0688"
912,12,0,"OT",0,0,0,"Woodside Apts Need female roommate lor next sch. yr. 21 and older, interviewing now Call 5431671"
913,12,0,"OT",0,0,0,"2 Female roommates to share mstr bdrm In condo $190 each $250 deposit Washer/dryer hottubCall 549-9716"
914,12,0,"OT",0,0,0,"500 YARDS FROM HEALTH CENTER' Need 2 to share room-$195mo/ea 2 bdrm apt util. ave.$10.M/F.Jim 5418547"
915,12,0,"OT",0,0,0,"Rental Housing"
916,0,0,"NA",0,0,0,"f"
917,12,0,"OT",0,0,0,"Apartment for lease 31385 to 31386 2 bedroom, furniture for 4, near Poly $620 per mo. 5438517 or 544-5385 after 5 or weekends."
918,12,0,"OT",0,0,0,"AVAILABLE NOW mastr bdrm in newly remodeled house near Poly, $220ea shared or $350 single.in/util BBQ. Jacuzzi, wash/dryer. male/lem. non-smoker.call 5438487"
919,12,0,"OT",0,0,0,"Faml/rmate Non-smkr New Condo Avail April I.Smr. Fall Otr Cat!668-8567"
920,12,0,"OT",0,0,0,"Need an apt. tor Summer?        »"
921,12,0,"OT",0,0,0,"1 Bedroom, close to campus. pTiol. Nice' 5439456 5-7 PM"
922,12,0,"OT",0,0,0,"Summer Quarter Furnished 2 Bed 2 Bath For 4. Walk to Poly. $67(Vmo 5433696"
923,12,0,"OT",0,0,0,"Homes for Sale"
924,12,0,"OT",0,0,0,"BUYING A H(XISE8"
925,12,0,"OT",0,0,0,"For a FREE list of all affordable houses & condos (or sate In SLO, kKludlng new condos under 8100,000 near Poly, Call STEVE NELSON, F/8 INC. 5438370"
926,12,0,"OT",0,0,0,"2 Bdrm Condo, 1 bath, good location $69.900544-1502"
927,12,0,"OT",0,0,0,"Slarlinq"
928,12,0,"OT",0,0,0,"Date"
929,12,0,"OT",0,0,0,"Total • Oa,f"
930,12,0,"OT",0,0,0,"Nama."
931,12,0,"OT",0,0,0,"Zip"
932,12,0,"OT",0,0,0,"Phon«."
933,12,0,"OT",0,0,0,".SS«."
934,12,0,"OT",0,0,0,"Circi# ippropriftt# cl#ttitiC#hon"
935,12,0,"OT",0,0,0,"I       Campus Club!"
936,12,0,"OT",0,0,0,"3 Annoonc#m#nt$ 5 Personals T GrêeltnetR/s 9 Events"
937,12,0,"OT",0,0,0,"II      Lost A Found"
938,12,0,"OT",0,0,0,"t3 Wanted 15 Services 17 Typing 19 Miscellaneous Î1 Trevet 23 Pide Share"
939,12,0,"OT",0,0,0,"25 Opportunities 27 Employment 29 For Sale 31 Stereo Equipment 33 Mopeds A Cycles"
940,12,0,"OT",0,0,0,"35 Bicycles 37 Automobiles 39 Roommates 41 Rental Housing 43 Homes for Sal#"
941,12,0,"OT",0,0,0,"CAMPUS RATES ALL CLASSIFICATIONS 70c per line per day for 1 -3 days 50c per line per day foT 4-5 days 40c per line per day for 6 -f days"
942,12,0,"OT",0,0,0,"ADS DROPPED OFF BEFOnE 10 A M WIU START 2 WORKING DAYS LATER"
943,0,0,"NA",0,0,0,"-■V I > I I.............................a       I I I I"
944,12,0,"OT",0,0,0,"WHEN YOU ARE USING ALL CAPITALS STOP AT OR BEFORE BOX 34"
945,12,0,"OT",0,0,0,"OTHERWISE YOU MAY CONTINUÉ TO THE END OF THE LINE 2 LINE MINIMUM"
946,0,0,"NA",0,0,0,"- !■ ■■ a:, ' J mlc-.-iat' ■ iX Cashp..,. mt"
